,2022,2023,2022,2023
cost_of_goods_sold,0.8814342759189513,0.8722409073305168,-0.37972402599941524,-0.44127509367480205
current_assets,0.8021501396429254,0.9684789821283949,-0.37972402599941524,-0.44127509367480205
current_liabilities,0.3325174067442472,0.6576493701438824,-0.37972402599941524,-0.44127509367480205
equity,1.479861141872628,1.0801137215007823,-0.37972402599941524,-0.44127509367480205
financial_profit,-0.8151405120143522,-0.8399235358629026,-0.37972402599941524,-0.44127509367480205
gross_profit,-0.11244121621526873,-0.13837364860217344,-0.37972402599941524,-0.44127509367480205
net_income,-0.5254584922671856,-0.6338751185072572,-0.37972402599941524,-0.44127509367480205
other_profit,-0.7257363977753599,-0.7673549603362853,-0.37972402599941524,-0.44127509367480205
profit_before_tax,-0.48330539077990425,-0.5851076820950772,-0.37972402599941524,-0.44127509367480205
revenue,1.589209354750767,1.5218663088087079,-0.37972402599941524,-0.44127509367480205
total_assets,2.6033484145380386,2.571485241703518,-0.37972402599941524,-0.44127509367480205
total_debt,0.35474652303029824,0.7165501365411278,-0.37972402599941524,-0.44127509367480205
roa,-0.7687407496351122,-0.774821388964748,-0.15550648779149337,-0.29330357429591297
roe,-0.7687407496351122,-0.774821388964748,-0.043478853448420736,-0.17433417824657163
debt_ratio,-0.7687407496351122,-0.774821388964748,0.6557216049740043,1.124431539577854
current_ratio,-0.7687407496351122,-0.774821388964748,4.053453017131214,3.834124736334251
gross_margin,-0.7687407496351122,-0.774821388964748,0.4852950347213406,0.5322588162094245
net_profit_margin,-0.7687407496351122,-0.774821388964748,-0.05907197759424691,-0.22567848603516968
revenue_growth,-0.7687407496351122,-0.774821388964748,-0.37972402599941524,0.49780227055375087
