,2014,2015,2016,2017
cost_of_goods_sold,46008568.0,125100159.0,681725576.0,828984758.0
current_assets,70994113.0,235990233.0,331337250.0,273108677.0
current_liabilities,33502709.0,251051637.0,394197829.0,485622289.0
equity,145577377.0,136698054.0,162180586.0,150657844.0
financial_profit,-209440.0,11841.0,-18001029.0,-32943685.0
gross_profit,-3316985.0,8663120.0,118297923.0,62807310.0
net_income,-14111910.0,-8879323.0,47001984.0,-11522742.0
other_profit,-1087001.0,-956507.0,-3764055.0,-1321578.0
profit_before_tax,-14111910.0,-8879323.0,47676016.0,-11110000.0
revenue,42691583.0,133763279.0,800023499.0,891792069.0
total_assets,779703178.0,948322782.0,1319438328.0,1229881158.0
total_debt,634125801.0,811624729.0,1157257741.0,1079223313.0
roa,-0.018099079750063557,-0.009363186426117094,0.03562272142817425,-0.00936898815389446
roe,-0.09693752072480327,-0.06495573814093944,0.2898126413231729,-0.07648285475265397
debt_ratio,0.8132912868542906,0.8558528218506934,0.8770836169009636,0.8775021114682366
current_ratio,2.1190558948531595,0.9400067484921438,0.8405354510463324,0.5623890895996333
gross_margin,-0.07769646302410478,0.06476456068335466,0.14786806031056346,0.07042819978252128
net_profit_margin,-0.3305548543374463,-0.06638087124045457,0.05875075427003176,-0.012920884139417032
revenue_growth,0.0,2.1332471086865064,4.980890308467991,0.11470734311518016
