,2020,2021,2022,2023
current_assets,5185269.0,2846807.0,3367340.0,3750985.0
current_liabilities,18921249.0,18180312.0,22034125.0,50485100.0
equity,-30766033.0,-32403506.0,-35736786.0,-46734114.0
financial_profit,-323645.0,-323875.0,-485805.0,-614082.0
gross_profit,6791159.0,4988970.0,4084788.0,4274976.0
net_income,190359.0,-1637473.0,-3333280.0,-10997329.0
other_profit,-103085.0,-286922.0,-311883.0,-65.0
profit_before_tax,190359.0,-1637473.0,-3333280.0,-10997329.0
revenue,6791159.0,4988970.0,4084788.0,4274976.0
total_assets,5225216.0,2846807.0,3367340.0,3750985.0
total_debt,35991249.0,35250312.0,39104125.0,50485100.0
roa,0.03643083845720445,-0.5751963515615917,-0.989885191278576,-2.931850967145963
roe,-0.006187310531715285,0.05053382186483154,0.09327307721516982,0.23531694641734302
debt_ratio,6.887992572938612,12.382403162560722,11.612764080847198,13.459158061149271
current_ratio,0.27404475254249866,0.15658735669662874,0.152823858446841,0.07429885253272747
gross_margin,1.0,1.0,1.0,1.0
net_profit_margin,0.028030414248878577,-0.3282186503426559,-0.8160227654409482,-2.5724890619268974
revenue_growth,0.0,-0.26537281780620947,-0.18123620707280264,0.04656006627516529
